"created_at","screen_name","text","favorites","retweets"
2022-06-21 20:55:13,"PPodkayne","ウクライナの指導者たちは、自国の軍隊にもっと多くの、そしてもっと高度な西側諸国の大砲が必要だと言う。しかし、ドイツはPzh2000をわずか7台しか送らず、オランダはさらに5台を送るという約束を破っている。欧米の大砲や弾薬の在庫が減り始めている中、支援を増やすのは難しいだろう。",17,3
2022-06-26 20:45:01,"PPodkayne","ロシアのミサイルは日曜日の早朝にキーウに落下した。これは、ウクライナの首都に対する数週間ぶりの攻撃であった。 
今回の空爆は、ウクライナとその後ろ盾に対して、戦局の重要な局面で警告を発するという意味合いがあったのだろう。https://t.co/5fHWA1fohh",17,0
2022-06-21 20:54:23,"PPodkayne","EU最大の国が十分なことをしていないという批判が高まる中、ドイツからウクライナへの重火器の初出荷が行われた。しかし、ドイツからの贈り物は、ウクライナ東部でのロシアの前進を止めるには遅すぎたかもしれない。https://t.co/R8jobK66tq",20,2
2022-06-26 20:44:24,"T9Pma","おはようございます
朝の散歩です
晴れ🌤

ベストな選択などない
よりベターな選択を
時勢に流されず
よりマシな人を選びます😊
この国のためではなく、あなたと私のために😍

今日、期日前投票に行きます！

ウクライナ🇺🇦に平和を🙏 https://t.co/AHrtoy6uF2",18,1
2022-06-19 21:00:28,"T9Pma","おはようございます
朝の散歩です
晴れ

「井上泰幸展」終わりましたね😍
コロナ禍の中、スタッフ&amp;関係者の皆さん、ご苦労さまでした
特撮映画は手作り、それも手を抜かずコツコツと作り上げる基本の大切さを教えてくれました
ありがとうございます🙇

ウクライナ🇺🇦に平和を🙏 https://t.co/YWPu97Wyoz",43,4
2022-06-21 20:39:45,"T9Pma","おはようございます
朝の散歩です
曇り☁

昨夜の雨は上がりましたが山里なので、まだポツポツと😢

ウクライナ🇺🇦に平和を🙏 https://t.co/JGveCiEAAy",26,1
2022-06-22 20:20:49,"T9Pma","おはようございます
朝の散歩です
雨☔

上野原の予報は曇り☁
だが、私の散歩コースは雨☔

小さな事、些細な事が気になる右京さんは、やな性格だが事件解決には役立つ😊
最近の私は、小さな事や些細な事に腹が立つ
まだまだ、修行不足😿

ウクライナ🇺🇦に平和を🙏 https://t.co/fittVel2Ef",29,2
2022-06-24 20:59:22,"T9Pma","おはようございます
朝の散歩です
晴れ🌤

雲を生む山・富士山
その名の通り雲を纏った富士山
今朝は最高です！

「相棒」の亀ちゃん！
良かったね😍

それから、特撮DNA展
東京タワー！😊
今年の夏は最高だ！

でも、喜んでばかりはいられない😢

ウクライナ🇺🇦に平和を🙏 https://t.co/m0qSrnCerZ",31,1
2022-06-20 20:44:17,"T9Pma","おはようございます
朝の散歩です
曇り☁

今日は夏至、一年中で一番日が長いそうですが曇って😿
しかも、雨になりそう😢

戦争が始まって、もうすぐ四ヶ月になります
解説者、評論家、専門家？の見立てやご託宣は？
止める時が難しいなどと云わずに、止めさせましょう

ウクライナ🇺🇦に平和を🙏 https://t.co/eqBbvkeECc",29,1
2022-06-17 20:45:52,"T9Pma","おはようございます
朝の散歩です
晴れ🌤

今日は、特撮美術デザイナー「井上泰幸展」に行きます
コツコツと地道に仕事をなされた井上さんの歴史です
特撮&amp;美術に興味のある皆さんは是非見てください
明日迄です！

ウクライナ🇺🇦に平和を🙏 https://t.co/alcHbyLrQ9",41,5
2022-06-23 20:34:26,"T9Pma","おはようございます
朝の散歩です
晴れ🌤

晴れました😍
でも、富士山は見えません😿

「相棒」に亀ちゃん復帰とやら
某国のNGO活動で成長した姿を見せるのかな？
それとも、昔のままの亀ちゃんかな？
10月が楽しみです😍

ウクライナ🇺🇦に平和を🙏 https://t.co/SEyTcWm0no",37,1
2022-06-18 20:43:05,"T9Pma","おはようございます
朝の散歩です
濃霧🌫（のち晴れ）

昨日は家内と「井上泰幸展」に行って来ました。
私は2度目なので見たいものをじっくりと、家内は展示の多さに戸惑いながらも、資料映像の若かりし頃の私を見て、髪があると笑い😊
楽しい一日でした

ウクライナ🇺🇦に平和を🙏 https://t.co/FYrz2hv9ZH",42,6
2022-06-26 20:39:27,"4X4E5LCK4w1Hphr","本日も新型コロナウイルス😷🤒に感染された皆様の1日も早い快復とこれ以上感染が拡大しないよう祈ります。🙏🙏🙏
6月27日、月曜日。

今日も南北北海道で支部予選。頑張れ高校球児達📣📣📣

ウクライナ情勢、1日も早く解決を🕊🙏🙏🙏",22,0
2022-06-24 20:28:24,"4X4E5LCK4w1Hphr","本日も新型コロナウイルス😷🤒に感染された皆様の1日も早い快復とこれ以上感染が拡大しないよう祈ります。🙏🙏🙏
6月25日、土曜日。

今日から沖縄大会に加えて、兵庫、南北北海道でも開幕。頑張れ高校球児達📣📣📣

ウクライナ情勢、1日も早く解決を🙏🙏🙏🕊",30,1
2022-06-18 21:09:38,"4X4E5LCK4w1Hphr","本日も新型コロナウイルス😷🤒に感染された皆様の1日も早い快復とこれ以上感染が拡大しないよう祈ります。🙏🙏🙏
6月19日、日曜日。

本日も夏の甲子園沖縄大会楽しみ🤗頑張れ高校球児達📣📣📣
春辞退の具志川商、興南登場頑張れ📣📣📣

ウクライナ情勢、1日も早く解決を🙏🙏🙏🕊",29,0
2022-06-22 20:11:39,"4X4E5LCK4w1Hphr","本日も新型コロナウイルス😷🤒に感染された皆様の1日も早い快復とこれ以上感染が拡大しないよう祈ります。🙏🙏🙏
6月23日、木曜日。

今日も夏の甲子園沖縄県大会。頑張れ高校球児達📣📣📣

ウクライナ情勢、1日も早く解決を🙏🙏🙏🕊",30,0
2022-06-23 20:35:21,"4X4E5LCK4w1Hphr","本日も新型コロナウイルス😷🤒に感染された皆様の1日も早い快復とこれ以上感染が拡大しないよう祈ります。🙏🙏🙏
6月24日、週末金曜日。

宮城大会などで抽選会楽しみ🤗

ウクライナ情勢、1日も早く解決を🙏🙏🙏🕊",28,0
2022-06-17 20:10:33,"4X4E5LCK4w1Hphr","本日も新型コロナウイルス😷🤒に感染された皆様の1日も早い快復とこれ以上感染が拡大しないよう祈ります。🙏🙏🙏
6月18日、土曜日。

本日から夏の甲子園沖縄大会開幕楽しみ🤗頑張れ高校球児達📣📣📣

ウクライナ情勢、1日も早く解決を🙏🙏🙏🕊",24,1
2022-06-20 20:14:06,"4X4E5LCK4w1Hphr","本日も新型コロナウイルス😷🤒に感染された皆様の1日も早い快復とこれ以上感染が拡大しないよう祈ります。🙏🙏🙏
6月21日、火曜日。

ウクライナ情勢、1日も早く解決を🙏🙏🙏🕊",30,0
2022-06-19 20:36:18,"4X4E5LCK4w1Hphr","本日も新型コロナウイルス😷🤒に感染された皆様の1日も早い快復とこれ以上感染が拡大しないよう祈ります。🙏🙏🙏
6月20日、月曜日。

本日も夏の甲子園沖縄大会楽しみ🤗
今日は観戦できないけど、頑張れ高校球児達📣📣📣

ウクライナ情勢、1日も早く解決を🙏🙏🙏🕊",31,1
2022-06-25 20:50:12,"4X4E5LCK4w1Hphr","本日も新型コロナウイルス😷🤒に感染された皆様の1日も早い快復とこれ以上感染が拡大しないよう祈ります。🙏🙏🙏
6月26日、日曜日。

今日も沖縄大会、兵庫、南北北海道で県大会及び支部大会。頑張れ高校球児達📣📣📣

神戸国際大附、沖縄水産登場。

ウクライナ情勢、1日も早く解決を🙏🙏🙏🕊",28,0
2022-06-21 20:15:33,"4X4E5LCK4w1Hphr","本日も新型コロナウイルス😷🤒に感染された皆様の1日も早い快復とこれ以上感染が拡大しないよう祈ります。🙏🙏🙏
6月22日、水曜日。

ウクライナ情勢、1日も早く解決を🙏🙏🙏🕊",31,1
2022-06-26 20:36:54,"HaenRiderKABUTO","@127_knot 【日本のマスコミが報じない事の一例】

：JT「中立」を表明し、露での事業を続行 (東欧では3月に既報)。日系企業で最多雇用で露国家予算の1.4%を納税

：6月13日、ウクライナ国防省が「露で事業を継続＝露に高額納税＝露軍に資金供給している企業」を批判。(日系企業では JT)

※JTの筆頭株主は財務省 https://t.co/zjkdOmyDdV",70,25
2022-06-24 21:21:08,"KunisueNorito","「ロシアがウクライナの何割かを自国の領土にしても、占領地域の住民感情が爆発すれば、ロシア連邦内の他の地域にも波及し、ロシア連邦全体が危機に陥るリスクも抱え込む。現在のロシアを「負け」に追い込むことが、将来のロシアにとってもマイナスが少ない」https://t.co/0rcMGGgCTJ #ウクライナ情勢",720,253
2022-06-23 20:23:43,"KunisueNorito","ロシア・ウクライナ戦争の日常。 https://t.co/s2R8oU4ml4",58,38
2022-06-22 13:19:07,"KunisueNorito","「国境なき記者団」の調査によると、レビン氏は至近距離から頭部を撃たれ、近くにはロシア軍の陣地がありました。同行のウクライナ軍兵士は焼死体で見つかり、生きたまま焼かれたとみられます。現地にいたロシア兵は、第106親衛空挺師団に所属する可能性があるとのことです。
https://t.co/U6qKNUglVH",671,553
2022-06-23 20:43:37,"KunisueNorito","ウクライナがソ連から引き継いだ核兵器を、米国の協力の下で廃棄しようと奔走したのが、当時の交渉担当閣僚ユーリ・コステンコ氏です。その構想はロシアに妨害され、核兵器は結局ロシアに移送されました。侵攻を受けた今、当時をどう振り返るのでしょうか。 https://t.co/yWpF1lvRj5 #ウクライナ情勢",64,47
2022-06-23 20:36:28,"KunisueNorito","「ロシア軍侵攻は、民主主義対全体主義の戦いです。ウクライナの敗北は民主主義陣営の敗北。逆にロシアが敗れると、ソ連のようにロシアも内部崩壊を起こす。その時、ウクライナの領土も日本の北方領土も、もとに戻るでしょう」。拙稿インタビュー。https://t.co/yWpF1lvRj5 #ウクライナ情勢",434,201
2022-06-26 20:27:31,"KunisueNorito","ウクライナ軍のトレンチ。テレビもレンジもある。ロシアの平均的家屋より快適だとうたうが、正直ワシの自宅よりも立派。 https://t.co/wTKIhE5z5A",74,28
2022-06-26 20:19:49,"KunisueNorito","かつて地域の中心の街として栄えたウクライナ東部ポパスナ（ポパスナヤ）の光景。ゴーストタウンと化している。廃虚の山を築いて、ロシアは何をしたいのだろう。 https://t.co/xKbdLKrIUe",138,65
2022-06-24 21:24:00,"KunisueNorito","「日本でバランス感覚を欠いた意見が多く聞かれる最大の理由は、多くの人がロシアのウクライナ侵攻に対して「傍観者」だからではないか。いま進行している問題の何を解決し、それによって将来起こりうるどんなことが防げるのかという観点があれば、ロシアよりウクライナを非難する結論にならないはず」",321,107
2022-06-19 22:31:24,"KunisueNorito","ドニプロは工業都市と聞いてきたのですが、来てみるとずっと穏やかで、こ洒落た街並み。地図で見るとウクライナ東部に入り込んでいるのですが、市民生活は正常で、店もほとんど開いていました。市内への攻撃も最近はほとんどないといいます。 https://t.co/TSJXYvbkRy",307,92
2022-06-18 12:55:49,"KunisueNorito","「現時点でヘルソン市から組織的に脱出するには、一時的被占領下クリミアを通じてしか手段がない。自らの命と家族を守るためなら、（クリミアへ）向かうと良い」。ヘルソン州のサモイレンコ州議会議長、住民に対して、ウクライナ軍の領土解放活動のために脱出を呼びかけ。
https://t.co/DdJqdqct7X",42,26
2022-06-22 13:13:07,"KunisueNorito","ロシア軍の侵攻を受けたキーウ近郊で3月半ば、取材活動中に死亡したジャーナリストが、実はロシア軍に処刑されたと結論づける調査報告を、「国境なき記者団」が22日発表しました。ウクライナ人写真家マクシム・レビン氏で、拷問された可能性もあるといいます。https://t.co/MFmrMmpjUi #ウクライナ情勢",2515,1708
2022-06-22 13:27:08,"KunisueNorito","マクシム・レビン氏。ロイター通信などに写真を提供していました。当日は、見失った撮影用ドローンを捜しに、ブチャ近くモシュン村の森に入って行方不明に。ロシア軍撤退後の4月1日、同行のウクライナ軍兵士とともに遺体で発見されました。
https://t.co/njJMoIdl14",408,293
2022-06-25 10:52:28,"KunisueNorito","@t_gordau 一生懸命工夫している感じがにじんで好感を持てました。ビーツ卵、ウクライナには多いですね。",31,4
2022-06-26 07:21:16,"KunisueNorito","ウクライナ戦況報告。東部の主要都市の一つセベロドネツク市がロシア軍に制圧されたと、ストリュク市長が認めました。ロシア側はルハンスク州の大部分を支配下に置くことになり、軍事的成果として誇示するとみられます。 https://t.co/aurbY5B918 #ウクライナ情勢",24,17
2022-06-20 19:44:46,"KunisueNorito","ウクライナ侵攻で死亡したロシア兵3798人には、貧しい地域の出身者や若者が多い、との独立系「メディアゾナ」の推計。最多はダゲスタン共和国の207人、次いでブリヤート共和国が164人。人口が集中するモスクワとサンクトペテルブルクはそれぞれ8人と26人。 https://t.co/PDEpiVxvRV #ウクライナ情勢",270,155
2022-06-26 07:39:12,"KunisueNorito","ウクライナ最高会議のゴンチャレンコ議員「キーウへのミサイル攻撃は、ウクライナのEU加盟候補国決定に対するプーチンの返答だろう」。 https://t.co/Hoz6vzskJC",45,35
2022-06-24 07:41:50,"KunisueNorito","ユーリ・コステンコ氏に昨年インタビューした際の記事は、以下の通りです。

90年代にウクライナ政府が核兵器を廃棄する過程で、ロシアとではなく米欧と協力する計画も進めていたことが、最近公表された新資料から明らかになった。
https://t.co/DIabkvshCC",71,26
2022-06-24 21:32:31,"KunisueNorito","ウクライナの国旗って誰がデザインしたのだろう。これほどシンプルで汎用性の高い標章も珍しい。 https://t.co/GwcP8RlHlC",696,114
2022-06-26 20:18:29,"minosan_A10","馬渕氏を信じてロシアは悪く無い！
アメリカが悪いんだ！
ウクライナはネオナチだ！
と言っていた🐴🦌達は息してるか？？

お前達が大好きなロシアは、民間人を
虐殺しまくってるぞ💢

尚、この馬渕氏と参政党の松田氏は、二人で講演会して情弱な反コロ反ワクを、適当な事を言って騙しに来てるぞ！！ https://t.co/vMVqwM9MJd https://t.co/Uizf8Ys9rW",20,9
2022-06-26 05:30:18,"littlemayo","あらら、NYタイムズが、米国/CIA・NATOの関与を書いてるよ。秘密じゃなかったの？😆 それともロシア挑発作戦に移った？🤔

一部のCIA職員はウクライナで秘密裏に活動を続けている。

NATO諸国からも数十人のコマンドがウクライナ国内で活動している。

https://t.co/0zLns1OIFp https://t.co/NCLFdFUIgz",646,326
2022-06-22 15:38:07,"littlemayo","バレちゃったから消した模様。ウクライナ政府だな。🤭

でもアーカイブ済み。👍

https://t.co/HLns0k9AVi",64,32
2022-06-18 02:54:07,"littlemayo","ウクライナ、正式には仲間がいないのね。😢

https://t.co/OSOjyDTndL https://t.co/pNSqdEAI6E",171,39
2022-06-20 16:38:03,"littlemayo","このフェイクを思い出した😂 ロシアがウクライナの書籍を燃やしてる写真の載せて文句言ってるが、それは2019年にあったプロテストでやってる物。

そのフェイクの逆がウクライナで現実になったわけね。ｗ 🤡 https://t.co/K7JmXvVxs0",293,91
2022-06-24 02:14:49,"littlemayo","Zolote付近で放棄されたウクライナ軍のT-64BV。

https://t.co/5gahRwlAGC",155,34
2022-06-22 19:33:26,"littlemayo","ちょっと言葉が足りないようだ。ウクライナは間違った情報を流して、「バレた者は」解任される国。つまり嘘が下手な奴は解任されるんだよ。

ロシアのレイプ事件でっち上げて解任されたデニソワの事でしょ。 公にばれちゃった件。ｗ https://t.co/qvXh0Dx7OF",1061,372
2022-06-19 05:30:51,"littlemayo","駐エストニア・ウクライナ大使／元🇺🇦外務省報道官のフェイクツイート‼️

「今日の一枚の写真に写るウクライナ… ロシアは多くの苦しみをもたらした」

この写真の元は2019年1月19日投稿の物。ジョージア語で「こうなるべきではなかった」と書かれてる。
https://t.co/TQs81NkLd9 https://t.co/5PC5SJmbAV https://t.co/hMMT29B20k",630,346
2022-06-23 00:55:47,"littlemayo","ダリア・ゲラシムチュク（ウクライナ大統領府児童権利担当委員）は、ロシア軍による児童への性的暴力は1件も確認されていないと公言した。

https://t.co/VXn0wcJ2RW",717,361
2022-06-25 17:32:55,"littlemayo","😂😂😂
言い訳はもういいよ。あれだけ包囲されてたら、メディアに報道されなくても失敗してただろうに。

🇺🇦ハンナ・マルヤル国防副大臣は、セベロドネツクからのウクライナ軍撤退は作戦開始前にメディアが報道したため失敗したと述べた。 https://t.co/TNEqjZp46z",313,92
2022-06-22 06:14:52,"littlemayo","場所は言えない、彼の活動範囲とウクライナ領土の端、DPR軍による攻撃という事は、ドネツクの民間を攻撃しているウクライナ軍のMLRS・HIMARSの発射地を攻撃してたんじゃないのかな。",131,33
2022-06-22 07:10:46,"littlemayo","ワクチン💉打て！
銃を捨てろ！
ウクライナ🇺🇦を支持しろ！
忘れるな、今はキーウだ。

タッカーがCBS(🇺🇸大手左翼メディア)のスティーヴン・コルベアをバカにしてるクリップ😂👍
https://t.co/SqYyBhxcB9 https://t.co/hic9kssrs5",708,288
2022-06-20 07:34:21,"littlemayo","🇺🇸の保守系雑誌 The American Conservative

🇺🇦での戦争の発端と行動について、🇺🇸国民に何ヶ月も盛んに嘘をついてきたメディアは、今、アメリカ、イギリス、その他の西側諸国の国民に、ウクライナの軍事的崩壊への(心の)準備をさせているところだ。ダグラス・マクレガー氏 🤭

https://t.co/qVKY2Lsdkg",367,164
2022-06-20 03:17:15,"littlemayo","おじさんが指を刺してる先に、この後死体が発見された😞 - 貴方の武器が私達を撃っている

バイデンとゼレンスキーによろしくと、激怒してる住人達。

- プーチンは私に仕事を与えた。ゼレンスキーは仕事と心の安らぎを奪った

- 何故ポーランドと米国はウクライナに武器を供給し、我々を殺すんだ？💢 https://t.co/hu9Rcrw34u",629,385
2022-06-25 05:39:33,"littlemayo","米国では、ウクライナの事より中絶いつでも出来るようにする事の方が大事みたい。

今夜のLA。

ちなみにカリフォルニアもPro-Abortion州。中絶禁止ではない。逆に推進するよ、この💩州。ｗ https://t.co/wHDFyQolWI",210,87
2022-06-23 02:28:32,"littlemayo","でも日本のウクライナ派は必死にかばってるよ🤣

あまりにも過激な内容で被害者への配慮不足だという非難もあった。しかし、被害者は一人も見つからなかった。🤡 他にも彼女は本来の責務をおろそかにしたという理由もある。← プロパガンダを西ヨーロッパで書いてたから。

https://t.co/aB6pqJJzCm https://t.co/dlyr75QoCz",386,113
2022-06-26 20:15:22,"littlemayo","G-7最新情報 G7首脳、ウクライナへの無期限支援を約束 

https://t.co/m696OsMdnQ https://t.co/AuH836CJnW https://t.co/GzXYeKMTDQ",85,34
2022-06-23 16:57:15,"littlemayo","それはウクライナ政府のデマ。バレて物凄い非難が来たから消しちゃったやつ。

ロシア軍と一緒になって戦ってるDPRの首都ドネツクで、ロシアが攻撃するわけないだろ。何処まで🇺🇦🧠はアホなの？🤣

この写真はウクライナ軍の砲撃で亡くなった女性😡。民間を攻撃してる国を応援してるのは貴方。 https://t.co/xs86PxVqiM https://t.co/W6jp3ITozV",509,182
2022-06-24 02:14:48,"littlemayo","リシチャンスク南方で、ロシア軍はHirske、Zolote、Novoivankivaでウクライナ軍の包囲を完了。

包囲されたウクライナ軍の数は1〜2千人と推定。

ちなみにマップはウクライナ側のを使用。 https://t.co/blUziybb2Y",410,136
2022-06-26 03:40:41,"littlemayo","@teyllan いい発言です。今のウクライナにも言える事。

https://t.co/gktS0KRvWr",19,9
2022-06-20 17:04:01,"littlemayo","@palm_tree_gogo 時代がな。ｗｗｗ ウクライナはまだまだ西洋の仲間には入れないと思うが。

日本はと言うと、今は行き過ぎ何でもかんでも英語になってない？😂 私いつも思うんだけど、逆に英語が喋れなくなる要因になってるような。だって発音違うし単語によっては意味も違う。",21,1
2022-06-18 16:10:36,"littlemayo","ウクライナ🇺🇦のシナリオに合わないのでセンシティブだそう。ｗ https://t.co/EZagc4M9CC",117,34
2022-06-23 05:52:59,"littlemayo","ウクライナからの難民の行き先国

一番多いのがロシア🇷🇺で、130万人以上。次はポーランド🇵🇱で118万人。

へぇ〜、どうして敵国のロシアへ避難する人が一番多いんだろうね？😗

UNHCRの最新データより。
https://t.co/48UP1742Os https://t.co/2jT7vx3DY4",1858,805
2022-06-20 05:50:58,"littlemayo","@hoiyonpiyon @KatomariC @pucchinpurin 🇺🇦派の本性が現れてる。ｗ 単なるイジメ。ウクライナのナショナリストが親ロシア派に嫌がらせしてるのと同じ。",80,20
2022-06-21 07:04:08,"littlemayo","字幕付けてからにしようと思ったけど、結論からズバリ言われちゃったので、とりあえずそれだけ置いとくね。

リチャード・ブラック「私は、ウクライナは戦争に負けたと思っています。もちろん、戦争が終わったわけではありません。しかし、負けたのです。」

https://t.co/qPI4B0OEQ4 https://t.co/ByA4SoriF4",801,313
2022-06-22 00:01:03,"littlemayo","パトリック・ランカスターです。今ウクライナ領の端にいて、DPR軍がこれから… 💥💥💥💥💥 

BM-21グラートを発射しようとしてます。💦

ウクライナ軍が反撃してくるから、ここから逃げないと！💨 https://t.co/SW7owRRRIJ",358,116
2022-06-21 23:33:22,"littlemayo","ウクライナは、ドネツク州クィビシェフスキーの民間アパートに、米国が提供したHiMARSロケットを発射したとされる。

パトリックさんが現場からレポート。

辺りには軍事施設はないと、どの住民も言う。

https://t.co/WzJMoTUBls via @YouTube",230,111
2022-06-19 04:15:27,"littlemayo","ワシントンポストが🇺🇦軍がスロビャンスクの学校に潜伏している事をちょろっと書いてるよ。

… 近所の人によると、この攻撃はおそらく隣の学校で寝ているウクライナ軍を狙ったもので、このアパートも攻撃された。

https://t.co/rvJ7SpIGIy https://t.co/91Wd3zIGXA",188,78
2022-06-23 00:53:25,"littlemayo","誤報を流したとして解雇されたウクライナ政府高官が、西側諸国がウクライナにさらに武器を送るよう説得するために、ロシア軍が集団レイプを行ったと嘘をついた事を認めた。

https://t.co/TBXs5vcRmU",852,445
2022-06-18 03:32:45,"littlemayo","@exception1104h NATO各国は武器を渡して、ほら頑張れや！って言ってるだけね。結局Proxy Warに利用されてるだけのウクライナ🇺🇦。",16,0
2022-06-20 16:04:08,"littlemayo","😬 これが民主主義？西側の価値観？

ウクライナ、ロシアの書籍や音楽を禁止する法案が可決。

◽️ロシアのパスポートを放棄してウクライナの市民権を取らない限り、ロシア人による書籍の印刷が禁止

◽️1991年以降のロシア人による音楽をメディアや公共交通機関で音楽を流すことを禁止 https://t.co/iCnpX56kh8",792,392
2022-06-22 21:06:01,"littlemayo","@OElwLDyW1tHGhvq とくに🇺🇦派は気がついてない模様。

即刻ロシアのプロパガンダという人もいた。ｗ 情報はウクライナからなのに。😂 https://t.co/JIpktzoDLz",47,12
2022-06-21 23:33:23,"littlemayo","ウクライナとアメリカについて

住民「すべての砲弾は彼らから来る」 https://t.co/0Br9k7cNop",166,63
2022-06-22 02:52:27,"littlemayo","ちなみに、このプロパガンダを流してるのは、🇺🇦ウクライナ国会の公式アカウント。🤡 https://t.co/H1nUEzeuCK",206,84
2022-06-24 02:24:21,"littlemayo","ウクライナ側の報道はと言うと、撤退に成功‼️🙌🎉

相変わらずだな。😆

ウクライナ軍は、ZoloteとHirske地域での包囲から撤退に成功したと、ウクライナ内務省のViktor Adrusiv顧問は述べている。 https://t.co/JgwlYUhorD",234,54
2022-06-23 13:50:24,"littlemayo","🇺🇦派ヤバ💦😂😂🤣🤣🤣😂😂🤣🤣🤣
小学生が考えても分かる事！！
UNHCRが出したウクライナ難民の行き先国。 https://t.co/P9jaSxICZS",197,35
2022-06-26 20:13:31,"kuro_ippai","☆☆☆  ケサソラ  3:45am  ☆☆☆

　　  外に出た瞬間  ワォッ！

#朝日  #朝焼け  #日の出  #夜明け
#横浜　#みなとみらい　
#月　#明けの明星
#ウクライナ  #Ukraine  #NoWar https://t.co/9ualWQO55A",111,11
2022-06-21 20:14:57,"kuro_ippai","☆☆☆  い つ か の 夕 暮 れ  ☆☆☆

　　　  日没 ギリチョンパ

#夕日  #夕焼け  #夕暮れ  #日暮れ
#横浜　#北西方面
#ウクライナ  #Ukraine  #NoWar https://t.co/DqN9FCwWRN",317,21
2022-06-22 20:28:08,"kuro_ippai","☆ ☆ ☆ ☆   非  常  口   ☆ ☆ ☆ ☆

　　    ちょっとした抽象画

#朝日  #朝焼け  #日の出  #夜明け
#非常口　#海　#海辺　#写真
#ウクライナ  #Ukraine  #NoWar https://t.co/JVLF7ORauO",247,16
2022-06-25 16:31:13,"WindyPaddy","ボイコット理由が露骨になってきていますね…😅💦💦💦

『🇮🇱❌🇺🇦ウクライナのナチスはイスラエルから追い出されています!!

 これらのウクライナのジプシーは、ヨーロッパ人だけでなくイスラエル人も悩ませ始めています』
https://t.co/oeUOgsIg9e https://t.co/u2SRw5T5Tb",34,5
2022-06-20 05:54:33,"WindyPaddy","💦ないとき〜😩😮‍💨💨

『欧州のウクライナ支援者、集会の模様…😅』 https://t.co/k2EuvkiqTi",25,9
2022-06-26 19:38:55,"WindyPaddy","数年前からやってたんだってさ。
…挑発やん💢

− NYタイムズ −
『数十のNATOコマンド部隊とCIA工作員が、
ウクライナの領土内で密かに軍事活動を継続中。』  

 これまで欧米メディアで「ロシアのプロパガンダ」、「デマ」と報じられていたことは、
紛れもない事実でした❗
https://t.co/8iNrcEWNKq https://t.co/ZJL51LCt2t",32,14
2022-06-19 21:23:22,"WindyPaddy","きっと今は自由に空も飛べるはず🎶

…無理でした😭
🤣🤣🤣

『❗❗❗良い結末のビデオ…

 🇺🇦VSUshniks（ウクライナ軍）☠️はそよ風に乗ることを決心しましたが、彼らがすでに橋を爆破したことを忘れていました…ついに、彼らは水に落ちました。』 https://t.co/GcIU1lUYBt",26,3
2022-06-18 02:04:13,"WindyPaddy","クレバさーん❗
ウクライナ人男性なら、
日本にも居てますよー❗
🤣🤣🤣

『これはウクライナのクレバ外務大臣がポーランド側に対して、18歳から60歳までのウクライナ人男性難民を戦線に送るため、全員ポーランドから強制送還するよう要請した書簡である。
(最後のウクライナ人へ)』 https://t.co/e7SZB4fESo",63,28
2022-06-19 14:37:45,"WindyPaddy","これは…どういうことですか❓
😂😂😂

『とあるウクライナ人が撮影。
ウクライナからBookingでベルリンの宿泊施設を予約しようとすると、選択肢がたった3箇所だけだった。
しかし、VPNを使用して海外経由で検索すると、選択肢が206箇所に増えた🤣』 https://t.co/ZCJmHP8A45",27,6
2022-06-20 05:54:18,"WindyPaddy","🎉551のあるとき〜💯🥰👏

『🎥 このような映像は欧米のメディアは流さない。

長年の🇺🇦ウクライナの専制政治の後、スヴェトロダースク市民は、🇷🇺ロシアと親ロシア軍がもたらした解放を祝います‼️ 』 https://t.co/Bh5pmNMlhl",49,26
2022-06-18 15:35:30,"KS_1013","みんな大好き欧州各国対抗歌合戦のユーロビジョンソングコンテスト。優勝国が次回開催国になるが、優勝したウクライナは開催が難しいため、英国での開催に。欧州中の注目を集め、人も集ま... #NewsPicks https://t.co/Qv5YNs4t0q",20,8
2022-06-18 03:57:02,"KS_1013","バイデン大統領のインタビュー。中間選挙前なので、経済、ウクライナ、気候変動、中国、トランプと話は多岐にわたっているが、プーチンがNATOのフィンランド化を目指したのに、フィンランドのNATO化を実現したとコメントする当たりがバイデンのセンス。
https://t.co/GRXfSpAVmF",20,7
2022-06-18 02:10:23,"KS_1013","デンマークもウクライナのEU加盟候補国になることを認めたとのこと。候補国になっても加盟までの道のりは長く、ウクライナの場合、そのハードルはメチャクチャ高い。ウクライナとしては特別扱いで一刻も早く加盟したいと願っているだろうが、そんな特別扱いの仕組みはない。",246,48
2022-06-23 04:57:09,"KS_1013","人口4500万人のうちの800万だから人口の約18％が国外に避難。日本で同じ割合の人が国外避難すると2000万人。東京都と千葉県に住む人全てが国外退避したようなもの。 / 国外避難、800万人超す　ロシア侵攻のウクライナから (共同通信) #NewsPicks https://t.co/ym7DPdxelh",70,41
2022-06-18 02:58:01,"KS_1013","かつては「親中派」とみられていたラッド元豪首相、ロシアのウクライナ侵攻で中国が学んだ教訓は台湾侵攻へのゴーサインでも、台湾侵攻は抑止されたというものでもなく、人民解放軍の近代化、上陸能力の強化、経済制裁に耐えられる体制作りだ、と論じている。
https://t.co/5Q9XKAisAc",54,34
2022-06-23 03:57:28,"KS_1013","マキシム・レビン氏、犬と共に避難する人たちなどを撮影した、ヒューマニティある写真を撮るジャーナリストだった。こういう人をジャーナリストと言うだけで殺していくロシア。あまりにひどい。 / ロシア軍、ウクライナで記者「処刑」　国際報道団体が報告書 #NewsPicks https://t.co/tbaxwSSfgn",195,91
